359122298,309075854233829376,0,0,1
87886160,309075854233829379,0,0,1
304171698,309075854233829380,0,0,1
15765518,309075854233829381,0,0,1
904864968,309075854233833473,0,0,1
369849526,309075854233858048,0,0,1
300131466,309075854233858049,0,0,1
229744618,309075854238044160,0,0,1
1169602088,309075854238052352,0,0,1
572758699,309075854242217984,0,0,1
291841946,309075854242230272,0,0,1
1143619855,309075854242230273,0,0,1
42576241,309075854242238464,0,0,1
919753976,309075854242246656,0,0,1
324695795,309075854246412289,0,0,1
297626572,309075854246440960,0,0,1
857585594,309075854250627072,0,0,1
120238310,309075854250635265,0,0,1
1242229338,309075854254800896,0,0,1
370996051,309075854254825472,0,0,1
1228289040,309075854254829569,0,0,1
523092743,309075854259015680,0,0,1
885706681,309075854263193601,0,0,1
559852594,309075854263214080,0,0,1
262328534,309075854267383808,0,0,1
224640342,309075854267408384,0,0,1
43860139,309075858423967744,0,0,1
377797437,309075858423967745,0,0,1
1137854952,309075858423967746,0,0,1
42581215,309075858428141568,0,0,1
987666012,309075858428145664,0,0,1
1129624314,309075858428162048,0,0,1
402979828,309075858436521986,0,0,1
548710406,309075858436530176,0,0,1
234251748,309075858436534274,0,0,1
586954971,309075858436546560,0,0,1
226122409,309075858440716288,0,0,1
610895947,309075858440728577,0,0,1
1193852708,309075858440728579,0,0,1
433595525,309075858440732673,0,0,1
107845815,309075858440740864,0,0,1
1158805592,309075858440740865,0,0,1
131462358,309075858440744960,0,0,1
239514441,309075858444910592,0,0,1
104497026,309075858444918785,0,0,1
389252283,309075858444922880,0,0,1
987666012,309075858444935168,0,0,1
1059658765,309075858449104896,0,0,1
614608862,309075858449121282,0,0,1
19099967,309075858453299200,0,0,1
230013747,309075858453311488,0,0,1
166536821,309075858453311489,0,0,1
136624050,309075858453315585,0,0,1
44752494,309075858453319680,0,0,1
312297416,309075858453323776,0,0,1
213105788,309075858453327872,0,0,1
987650022,309075858457497600,0,0,1
599739413,309075858457501697,0,0,1
230236937,309075858457509889,0,0,1
21065725,309075858457522176,0,0,1
268528720,309075858457522178,0,0,1
517816660,309075858457522179,0,0,1
36789407,309075858461687808,0,0,1
80468038,309075858461691904,0,0,1
1244577991,309075858461691905,0,0,1
587473097,309075858461704193,0,0,1
621969466,309075858461704194,0,0,1
1040954149,309075862618243073,0,0,1
384559428,309075862618251264,0,0,1
498110634,309075862618263552,0,0,1
39570354,309075862618267649,0,0,1
865196294,309075862618267650,0,0,1
712767798,309075862622445569,0,0,1
325383528,309075862622461954,0,0,1
348151252,309075862622466051,0,0,1
63543091,309075862626643968,0,0,1
391560008,309075862626652160,0,0,1
357963182,309075862626660353,0,0,1
602987608,309075862630825984,0,0,1
363448511,309075862630830081,0,0,1
885252494,309075862630830082,0,0,1
19824342,309075862635028480,0,0,1
1123663172,309075862635036672,0,0,1
509145315,309075862639222785,0,0,1
411736293,309075862639226880,0,0,1
393839649,309075862639226881,0,0,1
405333610,309075862639230976,0,0,1
1020347292,309075862643412992,0,0,1
41791624,309075862643417089,0,0,1
58637506,309075862643425282,0,0,1
1012574616,309075862643429376,0,0,1
417493215,309075862647619585,0,0,1
553266564,309075862651801600,0,0,1
1101668636,309075862651805696,0,0,1
130380511,309075862651809792,0,0,1
81491987,309075862651817984,0,0,1
399161352,309075862656004096,0,0,1
447667287,309075862656004097,0,0,1
503347053,309075866812547074,0,0,1
631706021,309075866812551169,0,0,1
1222966645,309075866812571648,0,0,1
348532450,309075866816741376,0,0,1
293610424,309075866816749568,0,0,1
505086959,309075866816757760,0,0,1
258403909,309075866816765953,0,0,1
844354230,309075866820947968,0,0,1
117990641,309075866820956160,0,0,1
553709289,309075866820960257,0,0,1
460327651,309075866825150464,0,0,1
464361395,309075866829328384,0,0,1
266887457,309075866829348864,0,0,1
195448066,309075866833543168,0,0,1
987668167,309075866841911297,0,0,1
1099577114,309075866841911299,0,0,1
34124339,309075866841919488,0,0,1
65785177,309075866841919489,0,0,1
53591809,309075866841927680,0,0,1
24490877,309075866846113792,0,0,1
741462218,309075866850320385,0,0,1
178113760,309075866850320387,0,0,1
385239250,309075866850324481,0,0,1
1106578141,309075871006859264,0,0,1
544644102,309075871006871552,0,0,1
243288396,309075871011049473,0,0,1
360225106,309075871011053568,0,0,1
317609906,309075871015243776,0,0,1
199514182,309075871015256065,0,0,1
501231663,309075871015260161,0,0,1
1195667060,309075871019446273,0,0,1
118465982,309075871019454464,0,0,1
1241581592,309075871019458560,0,0,1
181818501,309075871027834880,0,0,1
943382582,309075871032020992,0,0,1
157027018,309075871032025089,0,0,1
491462544,309075871032029184,0,0,1
599506281,309075871032045568,0,0,1
